device_id,UTC_datetime,UTC_date,UTC_time,datatype,satcount,U_bat_mV,bat_soc_pct,solar_I_mA,hdop,Latitude,Longitude,Altitude_m,speed_km_h,direction_deg,temperature_C,mag_x,mag_y,mag_z,acc_x,acc_y,acc_z,
201324,2023-03-01 09:06:23,2023-03-01,09:06:23,GPS,5,3770,27,0,1.2,-29.443127000000000,-71.312011999999996,4,0,171,25,293,-600,-161,-209,432,344,
201324,2023-03-01 09:18:26,2023-03-01,09:18:26,GPS,5,3770,27,0,1.2,-29.442319999999999,-71.311722000000003,30,0,233,24,270,-617,-150,56,83,952,
201324,2023-03-01 09:30:26,2023-03-01,09:30:26,GPS,5,3770,27,0,1.2,-29.442574000000000,-71.311829000000003,28,1,58,25,178,-668,-161,22,37,1116,
201324,2023-03-01 09:42:28,2023-03-01,09:42:28,GPS,4,3767,26,0,1.5,-29.442806000000001,-71.314552000000006,-132,1,47,25,174,-654,-156,106,106,975,
201324,2023-03-01 09:54:25,2023-03-01,09:54:25,GPS,5,3767,26,0,1.2,-29.444776999999998,-71.314400000000006,-88,36,202,23,-52,-592,-133,635,279,1436,
201324,2023-03-01 10:06:23,2023-03-01,10:06:23,GPS,5,3759,24,0,1.2,-29.462723000000000,-71.311408999999998,82,0,223,23,2,-473,-15,265,-557,808,
201324,2023-03-02 10:07:47,2023-03-02,10:07:47,GPS,0,3818,41,0,0.0,0.000000000000000,0.000000000000000,0,0,0,21,71,-212,-232,425,408,1068,
201324,2023-03-02 10:19:14,2023-03-02,10:19:14,GPS,5,3796,35,0,1.2,-29.362486000000001,-71.384688999999995,8,50,142,21,-84,-311,-189,218,266,814,
201324,2023-03-02 10:30:30,2023-03-02,10:30:30,GPS,5,3796,35,0,1.3,-29.432203000000001,-71.332176000000004,17,36,136,20,-81,-301,-240,482,185,1375,
201324,2023-03-02 10:42:45,2023-03-02,10:42:45,GPS,6,3796,35,0,1.4,-29.462812000000000,-71.311485000000005,0,0,323,24,346,-358,-336,157,-520,860,
201324,2023-03-02 10:54:22,2023-03-02,10:54:22,GPS,5,3801,36,0,1.5,-29.461255999999999,-71.310599999999994,7,26,11,25,323,-372,-194,474,-91,1058,
201324,2023-03-02 11:06:30,2023-03-02,11:06:30,GPS,5,3801,36,0,1.4,-29.461714000000001,-71.309676999999994,58,0,128,25,-1,-555,-115,24,-118,1091,
201324,2023-03-02 11:18:53,2023-03-02,11:18:53,GPS,9,3804,37,0,1.0,-29.461542000000001,-71.309593000000007,-11,0,4,27,337,-557,-287,144,-397,912,
201324,2023-03-02 11:30:33,2023-03-02,11:30:33,GPS,8,3807,38,0,1.8,-29.461555000000001,-71.309555000000003,-19,1,315,28,62,-599,-130,209,-405,900,
201324,2023-03-02 11:42:23,2023-03-02,11:42:23,GPS,8,3807,38,0,1.8,-29.462012999999999,-71.310364000000007,-26,1,195,28,364,-529,-285,186,-353,919,
201324,2023-03-02 11:54:44,2023-03-02,11:54:44,GPS,10,3807,38,0,1.0,-29.462188999999999,-71.310516000000007,-6,0,54,28,279,-614,-232,243,-415,897,
201324,2023-03-02 12:06:22,2023-03-02,12:06:22,GPS,9,3807,38,0,1.1,-29.462225000000000,-71.311096000000006,-15,4,6,28,375,-500,-311,886,202,422,
201324,2023-03-02 12:18:25,2023-03-02,12:18:25,GPS,9,3801,36,0,1.1,-29.461652999999998,-71.309486000000007,-4,0,95,24,260,-630,-245,144,-558,843,
201324,2023-03-02 12:30:24,2023-03-02,12:30:24,GPS,10,3801,36,0,1.0,-29.461271000000000,-71.309860000000000,-7,28,322,25,318,-494,-176,133,80,487,
201324,2023-03-02 12:42:30,2023-03-02,12:42:30,GPS,8,3798,35,0,1.3,-29.462332000000000,-71.310860000000005,-8,0,40,23,287,-260,-287,219,-485,957,
201324,2023-03-02 12:55:05,2023-03-02,12:55:05,GPS,4,3801,36,0,1.9,-29.462229000000001,-71.310897999999995,-8,0,42,27,321,-313,-320,84,-525,911,
201324,2023-03-02 13:06:30,2023-03-02,13:06:30,GPS,5,3798,35,0,1.4,-29.461545999999998,-71.309623999999999,-9,0,60,23,315,-564,-240,294,-497,854,
201324,2023-03-02 13:18:30,2023-03-02,13:18:30,GPS,5,3798,35,0,1.3,-29.461566999999999,-71.309623999999999,0,0,72,24,326,-557,-245,279,-304,929,
201324,2023-03-02 13:30:50,2023-03-02,13:30:50,GPS,6,3801,36,0,1.3,-29.461466000000001,-71.309769000000003,32,0,321,26,330,-566,-249,203,-320,941,
201324,2023-03-02 13:42:53,2023-03-02,13:42:53,GPS,8,3801,36,0,1.0,-29.461575000000000,-71.309585999999996,5,0,255,27,329,-564,-274,209,-348,930,
201324,2023-03-02 13:54:23,2023-03-02,13:54:23,GPS,8,3798,35,1,1.0,-29.461186999999999,-71.309760999999995,21,1,73,24,307,-359,-173,610,204,1089,
201324,2023-03-02 14:06:24,2023-03-02,14:06:24,GPS,8,3798,35,1,1.0,-29.462212000000001,-71.311049999999994,-6,0,38,27,361,-424,-224,226,-131,1026,
201324,2023-03-02 14:18:25,2023-03-02,14:18:25,GPS,7,3804,37,1,1.0,-29.460360000000001,-71.311049999999994,1,1,164,25,330,-566,-235,259,-340,917,
201324,2023-03-02 14:30:34,2023-03-02,14:30:34,GPS,5,3804,37,0,1.3,-29.460602000000002,-71.310196000000005,-4,0,168,27,-32,-376,-112,311,-344,852,
201324,2023-03-02 14:42:59,2023-03-02,14:42:59,GPS,5,3807,38,0,1.4,-29.462240000000001,-71.311004999999994,5,0,101,29,298,-619,-260,171,-453,890,
201324,2023-03-02 14:54:28,2023-03-02,14:54:28,GPS,5,3807,38,1,1.4,-29.460899000000001,-71.310349000000002,27,1,86,28,211,-240,-198,-15,-94,1100,
201324,2023-03-02 15:06:29,2023-03-02,15:06:29,GPS,5,3810,39,2,1.4,-29.462357000000001,-71.310944000000006,48,1,68,29,-4,-395,-85,139,-469,885,
201324,2023-03-02 15:18:25,2023-03-02,15:18:25,GPS,5,3810,39,0,1.5,-29.462526000000000,-71.310822000000002,35,2,78,29,120,-232,-182,93,-149,997,
201324,2023-03-02 15:30:28,2023-03-02,15:30:28,GPS,5,3810,39,1,1.6,-29.462537999999999,-71.310860000000005,42,2,12,28,284,-665,-265,33,-526,860,
201324,2023-03-02 15:42:24,2023-03-02,15:42:24,GPS,4,3812,39,3,2.0,-29.462111000000000,-71.311126999999999,23,22,11,28,36,-677,-255,680,25,1410,
201324,2023-03-02 15:55:29,2023-03-02,15:55:29,GPS,5,3812,39,0,1.5,-29.460319999999999,-71.310997000000000,9,1,352,30,310,-637,-271,-94,-411,921,
201324,2023-03-02 16:06:25,2023-03-02,16:06:25,GPS,5,3812,39,0,1.6,-29.460352000000000,-71.311072999999993,9,0,14,31,4,-588,-148,222,-70,984,
201324,2023-03-02 16:18:30,2023-03-02,16:18:30,GPS,4,3818,41,1,1.9,-29.461231000000002,-71.309760999999995,2,0,357,29,314,-620,-228,274,-354,998,
201324,2023-03-02 16:30:44,2023-03-02,16:30:44,GPS,7,3812,39,1,1.1,-29.461189000000001,-71.309569999999994,8,0,28,31,192,-640,-167,239,-327,936,
201324,2023-03-02 16:42:28,2023-03-02,16:42:28,GPS,6,3818,41,1,1.2,-29.460352000000000,-71.311110999999997,3,0,301,32,276,-661,-244,11,-258,978,
201324,2023-03-02 16:54:30,2023-03-02,16:54:30,GPS,6,3821,42,0,1.3,-29.460280999999998,-71.310851999999997,20,0,238,34,88,-619,-140,98,-497,880,
201324,2023-03-02 17:06:30,2023-03-02,17:06:30,GPS,5,3824,43,0,1.7,-29.461608999999999,-71.309539999999998,0,0,43,33,179,-655,-186,165,48,994,
201324,2023-03-02 17:19:46,2023-03-02,17:19:46,GPS,5,3821,42,5,2.2,-29.462433000000001,-71.311004999999994,-23,0,282,31,344,-615,-246,168,-421,905,
201324,2023-03-02 17:30:30,2023-03-02,17:30:30,GPS,5,3818,41,2,1.9,-29.461554000000000,-71.311501000000007,-21,2,33,31,335,-364,-194,156,99,1047,
201324,2023-03-02 17:42:30,2023-03-02,17:42:30,GPS,5,3812,39,0,1.7,-29.460457000000002,-71.311081000000001,-18,0,327,29,127,-670,-191,31,-277,972,
201324,2023-03-02 17:55:36,2023-03-02,17:55:36,GPS,5,3821,42,4,1.2,-29.461592000000000,-71.309616000000005,-3,0,250,32,17,-528,-93,209,-420,898,
201324,2023-03-02 18:06:23,2023-03-02,18:06:23,GPS,5,3821,42,2,1.2,-29.461420000000000,-71.309464000000006,2,0,322,34,314,-636,-245,197,-377,918,
201324,2023-03-02 18:18:29,2023-03-02,18:18:29,GPS,5,3827,43,2,1.1,-29.461497999999999,-71.309364000000002,-4,0,264,34,255,-657,-211,230,-402,899,
201324,2023-03-02 18:30:24,2023-03-02,18:30:24,GPS,5,3818,41,3,1.1,-29.461307999999999,-71.309737999999996,-5,0,235,25,1,-596,-149,360,247,904,
201324,2023-03-02 18:42:32,2023-03-02,18:42:32,GPS,4,3824,43,3,1.4,-29.461651000000000,-71.309364000000002,-23,0,354,31,228,-651,-197,193,-442,894,
201324,2023-03-02 18:54:32,2023-03-02,18:54:32,GPS,3,3829,44,3,1.8,-29.461704000000001,-71.309380000000004,-24,0,257,35,292,-661,-232,187,-502,883,
201324,2023-03-02 19:06:33,2023-03-02,19:06:33,GPS,3,3832,45,1,1.9,-29.460470000000001,-71.311012000000005,-25,1,303,35,268,-652,-215,159,-157,982,
201324,2023-03-02 19:18:46,2023-03-02,19:18:46,GPS,5,3835,46,0,1.3,-29.460412999999999,-71.311104000000000,10,0,73,34,262,-664,-213,101,-21,1005,
201324,2023-03-02 19:30:39,2023-03-02,19:30:39,GPS,6,3832,45,1,1.0,-29.460495000000002,-71.311088999999996,-3,2,140,35,246,-666,-218,116,-239,973,
201324,2023-03-02 19:42:27,2023-03-02,19:42:27,GPS,5,3835,46,0,1.1,-29.460459000000000,-71.311058000000003,-8,1,0,35,269,-630,-208,260,-243,947,
201324,2023-03-02 19:55:42,2023-03-02,19:55:42,GPS,8,3832,45,1,1.1,-29.455610000000000,-71.318314000000001,14,9,93,30,-82,-465,-160,88,-64,1010,
201324,2023-03-02 20:06:26,2023-03-02,20:06:26,GPS,6,3824,43,2,1.4,-29.460293000000000,-71.311295000000001,24,0,329,26,279,-628,-277,79,-465,891,
201324,2023-03-02 20:18:22,2023-03-02,20:18:22,GPS,7,3829,44,0,1.5,-29.460197000000001,-71.311424000000002,22,1,288,31,245,-649,-185,165,-5,994,
201324,2023-03-02 20:30:24,2023-03-02,20:30:24,GPS,7,3832,45,1,1.6,-29.460408999999999,-71.311501000000007,-86,1,332,24,201,-641,-177,110,-445,520,
201324,2023-03-02 20:42:23,2023-03-02,20:42:23,GPS,7,3827,43,1,1.8,-29.460408999999999,-71.310965999999993,37,3,106,27,124,-635,-168,30,-576,829,
201324,2023-03-02 20:54:44,2023-03-02,20:54:44,GPS,7,3829,44,2,1.5,-29.461563000000002,-71.309555000000003,2,0,78,25,195,-644,-176,159,-314,937,
201324,2023-03-02 21:06:30,2023-03-02,21:06:30,GPS,7,3829,44,0,1.5,-29.461617000000000,-71.309546999999995,9,0,359,29,293,-600,-190,394,-346,1085,
201324,2023-03-02 21:19:46,2023-03-02,21:19:46,GPS,6,3832,45,1,4.2,-29.461523000000000,-71.309630999999996,5,1,171,32,56,-585,-120,270,-308,928,
201324,2023-03-02 21:31:05,2023-03-02,21:31:05,GPS,10,3832,45,0,1.3,-29.461677999999999,-71.309569999999994,2,1,182,32,365,-549,-296,210,-398,904,
201324,2023-03-02 21:42:23,2023-03-02,21:42:23,GPS,11,3818,41,0,1.2,-29.461808999999999,-71.309569999999994,6,0,0,33,64,-586,-123,294,-336,907,
201324,2023-03-02 21:54:22,2023-03-02,21:54:22,GPS,10,3812,39,0,1.3,-29.461752000000001,-71.309569999999994,0,1,218,31,375,-490,-308,173,-402,913,
201324,2023-03-02 22:06:23,2023-03-02,22:06:23,GPS,8,3807,38,0,1.3,-29.460476000000000,-71.311042999999998,-7,1,219,28,79,-600,-127,180,-387,920,
201324,2023-03-02 22:18:23,2023-03-02,22:18:23,GPS,7,3807,38,0,1.4,-29.460561999999999,-71.311133999999996,-8,0,289,29,55,-580,-117,94,-525,854,
201324,2023-03-02 22:30:25,2023-03-02,22:30:25,GPS,7,3804,37,0,1.3,-29.461700000000000,-71.309464000000006,-5,0,19,28,108,-607,-144,241,-337,921,
201324,2023-03-02 22:42:22,2023-03-02,22:42:22,GPS,7,3804,37,0,1.2,-29.461760999999999,-71.309607999999997,-15,1,164,29,281,-629,-234,124,-392,927,
201324,2023-03-02 22:54:22,2023-03-02,22:54:22,GPS,7,3807,38,0,1.1,-29.463539000000001,-71.311676000000006,11,25,208,27,-45,-509,-130,504,-113,684,
201324,2023-03-02 23:06:24,2023-03-02,23:06:24,GPS,7,3798,35,0,1.1,-29.445936000000000,-71.337920999999994,34,42,332,21,288,-511,-147,690,148,1437,
201324,2023-03-02 23:18:24,2023-03-02,23:18:24,GPS,7,3793,34,0,1.0,-29.407229999999998,-71.381439000000000,10,40,337,21,280,-589,-182,601,110,1349,
201324,2023-03-02 23:30:22,2023-03-02,23:30:22,GPS,7,3790,33,0,1.0,-29.348604000000002,-71.420501999999999,-2,47,346,21,308,-488,-158,328,170,835,
201324,2023-03-02 23:42:23,2023-03-02,23:42:23,GPS,7,3790,33,0,1.0,-29.290655000000001,-71.466560000000001,-2,41,331,21,281,-573,-187,199,263,651,
201324,2023-03-02 23:54:26,2023-03-02,23:54:26,GPS,6,3790,33,0,1.1,-29.238762000000001,-71.523903000000004,-1,1,21,21,352,-367,-309,170,-311,911,
201324,2023-03-03 00:06:29,2023-03-03,00:06:29,GPS,5,3793,34,0,1.2,-29.238813000000000,-71.524033000000003,-19,0,77,26,321,-352,-251,192,-99,986,
201324,2023-03-03 00:18:44,2023-03-03,00:18:44,GPS,8,3798,35,0,1.3,-29.238806000000000,-71.523871999999997,2,0,212,28,364,-387,-290,10,-360,941,
201324,2023-03-03 00:30:26,2023-03-03,00:30:26,GPS,7,3798,35,0,1.6,-29.238571000000000,-71.523574999999994,108,0,174,29,-96,-424,-182,53,0,996,
201324,2023-03-03 00:42:26,2023-03-03,00:42:26,GPS,7,3801,36,0,1.5,-29.238899000000000,-71.523887999999999,0,0,216,30,-100,-411,-177,104,-14,998,
201324,2023-03-03 00:54:53,2023-03-03,00:54:53,GPS,9,3801,36,0,0.9,-29.238765999999998,-71.523848999999998,16,0,171,30,-102,-432,-194,89,99,997,
201324,2023-03-03 01:06:23,2023-03-03,01:06:23,GPS,9,3801,36,0,0.9,-29.238548000000002,-71.523621000000006,77,1,226,29,-95,-422,-179,183,54,985,
201324,2023-03-03 01:18:24,2023-03-03,01:18:24,GPS,8,3801,36,0,1.0,-29.238955000000001,-71.524208000000002,-8,1,236,30,-98,-437,-175,112,19,997,
201324,2023-03-03 01:30:25,2023-03-03,01:30:25,GPS,9,3801,36,0,0.9,-29.238582999999998,-71.523658999999995,70,0,325,30,-93,-424,-174,97,-6,1002,
201324,2023-03-03 01:42:26,2023-03-03,01:42:26,GPS,9,3801,36,0,0.9,-29.238772999999998,-71.523910999999998,18,1,201,30,-98,-425,-165,102,-1,1005,
201324,2023-03-03 01:54:29,2023-03-03,01:54:29,GPS,6,3801,36,0,1.7,-29.238796000000001,-71.523955999999998,20,0,70,30,-96,-432,-176,77,-13,1007,
201324,2023-03-03 02:06:45,2023-03-03,02:06:45,GPS,8,3801,36,0,1.1,-29.238817000000001,-71.523803999999998,17,0,119,30,-54,-356,-137,280,-243,942,
201324,2023-03-03 02:18:26,2023-03-03,02:18:26,GPS,8,3798,35,0,1.1,-29.238844000000000,-71.523735000000002,26,0,308,30,-60,-324,-177,75,23,1000,
201324,2023-03-03 02:30:25,2023-03-03,02:30:25,GPS,6,3801,36,0,1.2,-29.238754000000000,-71.524131999999994,-115,0,313,30,79,-293,-109,178,-728,698,
201324,2023-03-03 02:42:25,2023-03-03,02:42:25,GPS,8,3801,36,0,1.3,-29.238772999999998,-71.523894999999996,-5,1,217,30,-50,-303,-200,77,66,997,
201324,2023-03-03 02:54:53,2023-03-03,02:54:53,GPS,7,3801,36,0,1.3,-29.238707999999999,-71.523848999999998,-14,0,359,31,20,-250,-189,145,3,998,
201324,2023-03-03 03:06:22,2023-03-03,03:06:22,GPS,7,3798,35,0,1.3,-29.238796000000001,-71.523972000000001,-7,4,214,30,-70,-350,-183,89,38,997,
201324,2023-03-03 03:18:22,2023-03-03,03:18:22,GPS,7,3798,35,0,1.2,-29.238842000000002,-71.523964000000007,5,0,221,30,-75,-350,-184,114,18,997,
201324,2023-03-03 03:30:24,2023-03-03,03:30:24,GPS,7,3798,35,0,1.2,-29.238662999999999,-71.523750000000007,-15,0,176,31,-82,-358,-192,259,21,979,
201324,2023-03-03 03:42:22,2023-03-03,03:42:22,GPS,7,3801,36,0,1.2,-29.238797999999999,-71.523857000000007,16,0,146,31,-84,-403,-186,242,46,982,
201324,2023-03-03 03:54:31,2023-03-03,03:54:31,GPS,4,3798,35,0,1.4,-29.238776999999999,-71.523887999999999,11,0,67,31,-89,-381,-191,311,46,961,
201324,2023-03-03 04:06:30,2023-03-03,04:06:30,GPS,4,3801,36,0,1.5,-29.238568999999998,-71.523314999999997,141,0,139,32,-84,-386,-180,234,3,984,
201324,2023-03-03 04:18:44,2023-03-03,04:18:44,GPS,8,3798,35,0,1.1,-29.238800000000001,-71.523865000000001,12,0,345,32,104,-635,-153,159,-334,943,
201324,2023-03-03 04:30:26,2023-03-03,04:30:26,GPS,8,3798,35,0,1.1,-29.238845999999999,-71.523987000000005,-18,0,149,31,171,-216,-259,287,-355,907,
201324,2023-03-03 04:42:26,2023-03-03,04:42:26,GPS,6,3798,35,0,1.3,-29.238892000000000,-71.524124000000000,-24,0,232,31,19,-617,-173,208,58,986,
201324,2023-03-03 04:54:45,2023-03-03,04:54:45,GPS,5,3796,35,0,1.2,-29.238779000000001,-71.523803999999998,11,0,207,30,216,-615,-166,350,-345,897,
201324,2023-03-03 05:06:31,2023-03-03,05:06:31,GPS,5,3793,34,0,1.3,-29.238783000000002,-71.523781000000000,2,0,296,30,259,-617,-185,386,-316,889,
201324,2023-03-03 05:18:44,2023-03-03,05:18:44,GPS,9,3796,35,0,0.8,-29.238779000000001,-71.523773000000006,4,0,144,30,-4,-268,-185,388,-320,888,
201324,2023-03-03 05:30:23,2023-03-03,05:30:23,GPS,8,3796,35,0,0.9,-29.238800000000001,-71.523735000000002,1,0,45,31,11,-252,-211,372,-279,906,
201324,2023-03-03 05:42:24,2023-03-03,05:42:24,GPS,6,3796,35,0,1.2,-29.238700999999999,-71.523842000000002,-29,1,332,31,14,-251,-195,305,-294,923,
201324,2023-03-03 05:54:45,2023-03-03,05:54:45,GPS,8,3796,35,0,0.9,-29.238776999999999,-71.523796000000004,0,0,87,31,254,-592,-158,420,-217,895,
201324,2023-03-03 06:06:25,2023-03-03,06:06:25,GPS,5,3793,34,0,1.5,-29.238721999999999,-71.523848999999998,15,0,95,30,-5,-288,-172,350,-375,881,
201324,2023-03-03 06:18:29,2023-03-03,06:18:29,GPS,6,3793,34,0,1.4,-29.238657000000000,-71.523658999999995,-21,0,359,30,291,-267,-339,262,-519,810,
201324,2023-03-03 06:30:29,2023-03-03,06:30:29,GPS,6,3790,33,0,1.4,-29.238738999999999,-71.523528999999996,10,2,208,30,119,-646,-157,171,-298,949,
201324,2023-03-03 06:42:28,2023-03-03,06:42:28,GPS,6,3793,34,0,1.4,-29.238571000000000,-71.523781000000000,-11,0,278,31,138,-648,-164,163,-315,944,
201324,2023-03-03 06:54:45,2023-03-03,06:54:45,GPS,6,3793,34,0,1.5,-29.238700999999999,-71.523842000000002,4,0,294,32,131,-657,-178,121,-316,955,
201324,2023-03-03 07:06:25,2023-03-03,07:06:25,GPS,6,3793,34,0,1.5,-29.238844000000000,-71.523612999999997,8,0,335,32,122,-635,-155,215,-279,954,
201324,2023-03-03 07:18:22,2023-03-03,07:18:22,GPS,5,3793,34,0,1.7,-29.238620999999998,-71.523871999999997,8,0,101,32,147,-659,-179,132,-330,949,
201324,2023-03-03 07:30:44,2023-03-03,07:30:44,GPS,6,3793,34,0,1.2,-29.238738999999999,-71.523803999999998,7,0,11,31,332,-628,-302,-251,-206,943,
201324,2023-03-03 07:42:23,2023-03-03,07:42:23,GPS,6,3790,33,0,1.2,-29.238606999999998,-71.523528999999996,-17,0,195,31,325,-626,-307,-270,-187,941,
201324,2023-03-03 07:54:24,2023-03-03,07:54:24,GPS,6,3790,33,0,1.2,-29.238638000000002,-71.523735000000002,-5,0,109,31,323,-617,-294,-260,-187,944,
201324,2023-03-03 08:06:24,2023-03-03,08:06:24,GPS,5,3790,33,0,1.5,-29.238385999999998,-71.523903000000004,105,1,313,31,7,-358,-118,-316,-192,927,
201324,2023-03-03 08:18:53,2023-03-03,08:18:53,GPS,10,3790,33,0,0.9,-29.238665000000001,-71.523857000000007,10,0,146,31,7,-352,-113,-276,-185,940,
201324,2023-03-03 08:30:22,2023-03-03,08:30:22,GPS,10,3787,32,0,0.9,-29.238626000000000,-71.524039999999999,-20,0,304,30,5,-338,-121,-255,-180,947,
201324,2023-03-03 08:42:22,2023-03-03,08:42:22,GPS,10,3790,33,0,0.9,-29.238737000000000,-71.523696999999999,11,0,191,30,4,-325,-117,-242,-158,956,
201324,2023-03-03 08:54:22,2023-03-03,08:54:22,GPS,5,3790,33,0,1.4,-29.238783000000002,-71.523598000000007,39,1,282,30,11,-330,-112,-266,-190,941,
201324,2023-03-03 09:06:23,2023-03-03,09:06:23,GPS,6,3787,32,0,1.3,-29.238738999999999,-71.523674000000000,25,1,135,30,-40,-343,-146,321,-301,915,
201324,2023-03-03 09:18:23,2023-03-03,09:18:23,GPS,6,3787,32,0,1.3,-29.238683999999999,-71.523903000000004,-2,0,344,30,-34,-414,-119,374,-354,881,
201324,2023-03-03 09:30:23,2023-03-03,09:30:23,GPS,6,3787,32,0,1.3,-29.238712000000000,-71.523712000000003,27,1,214,30,-46,-368,-140,374,-270,908,
201324,2023-03-03 09:42:23,2023-03-03,09:42:23,GPS,5,3776,29,0,1.4,-29.238636000000000,-71.523605000000003,129,1,259,32,-62,-402,-103,237,-231,954,
201324,2023-03-03 09:54:22,2023-03-03,09:54:22,GPS,6,3767,26,0,1.4,-29.255436000000000,-71.506630000000001,14,36,142,23,-76,-337,-160,653,134,1497,
